wave,only_means,message,prevent,condemn,justified,mate_compete,job_compete,life_satisfaction,excess_males,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,left_right,afd,muslim_att,afd_att,contact_att,list,treatment_list,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife
2,1,1,1,1,1,NA,NA,NA,NA,48,40-49,Male,Niedersachsen,1,"With partner, not living together",Protestant,20,Employee in high position,"2,000 to below 2,500 <80>",3,7,3-5 kilometers,50 <96> 249,6,0,0,0,0.16666666666666666,2,NA,NA,2,1,3,1,2,3,3,3,3,3,3,1,2,2,2,3
2,NA,1,1,1,1,NA,NA,NA,NA,53,50-59,Male,Bayern,1,Divorced / separated,"No, I don't feel close to any religion",18,Employee in high position,"4,000 to below 4,500 <80>",1,8,3-5 kilometers,1000 and more,6,1,0.5,0.3333333333333333,0.3333333333333333,1,Scenario 2,2,3,3,3,3,3,1,3,4,4,2,3,3,3,3,3,2
2,NA,2,2,3,2,NA,NA,NA,NA,55,50-59,Male,Baden-W<fc>rttemberg,1,Married,Jewish,15,Employee in low / medium position,"2,500 to below 3,000 <80>",3,5,Don't know,500 <96> 999,6,10,0.375,0,0.16666666666666666,1,Scenario 2,2,3,3,4,2,3,3,3,3,4,3,2,3,4,3,4,3
2,1,1,1,2,1,NA,NA,NA,NA,30,18-29,Female,Niedersachsen,1,"With partner, living together",Protestant,14,Civil servant,"3,500 to below 4,000 <80>",2,6,11-20 kilometers,1 <96> 49,6,0,0.875,1,0.3333333333333333,2,NA,NA,3,3,4,4,3,3,4,3,3,2,3,2,3,3,3,3
2,1,1,1,2,2,NA,NA,NA,NA,32,30-39,Female,Bayern,1,"Single, without partner","No, I don't feel close to any religion",15,Unemployed / seeking work,"500 to below 1,000 <80>",3,3,Less than 3 kilometer,50 <96> 249,5,0,0.5,0.3333333333333333,0,2,NA,NA,2,2,3,3,3,2,2,1,2,3,1,2,2,2,3,2
2,1,1,1,1,1,NA,NA,NA,NA,67,60 and older,Female,Hamburg,1,Divorced / separated,Protestant,11,Retired,"500 to below 1,000 <80>",1,1,21-50 kilometers,250 <96> 499,5,0,0.375,0,0.16666666666666666,2,NA,NA,3,2,2,2,3,2,3,3,4,3,3,3,3,4,3,3
2,1,1,1,3,1,NA,NA,NA,NA,53,50-59,Female,Nordrhein-Westfalen,1,"Single, without partner",Protestant,14,Permanently sick or disabled,"1,000 to below 1,500 <80>",1,4,Less than 3 kilometer,1000 and more,5,0,0.75,0.3333333333333333,0.5,1,Scenario 1,2,4,1,4,3,3,3,4,3,3,4,4,3,3,4,3,4
2,2,2,2,2,2,NA,NA,NA,NA,26,18-29,Male,Niedersachsen,1,"Single, without partner",Protestant,13,"In schooling / vocational training, student","500 to below 1,000 <80>",1,7,Less than 3 kilometer,500 <96> 999,6,1,0.375,0.3333333333333333,0.16666666666666666,2,NA,NA,2,2,3,2,2,2,3,3,3,2,3,3,2,2,2,3
2,1,1,1,1,1,NA,NA,NA,NA,65,60 and older,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",12,Unemployed / seeking work,"500 to below 1,000 <80>",1,1,Less than 3 kilometer,1000 and more,2,0,0.25,0,0,1,Scenario 1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,3,2,2
4,4,4,4,1,4,1,4,3,NA,62,60 and older,Male,Bayern,1,Married,Roman Catholic,12,Retired,"1,000 to below 1,500 <80>",2,5,21-50 kilometers,50 <96> 249,10,100,1,1,0.3333333333333333,NA,NA,NA,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
4,2,1,1,2,1,2,2,8,NA,35,30-39,Male,Baden-W<fc>rttemberg,1,"With partner, not living together","No, I don't feel close to any religion",22,Employee in low / medium position,"3,000 to below 3,500 <80>",1,8,3-5 kilometers,50 <96> 249,4,0,0.875,0.6666666666666666,0,NA,NA,NA,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3
4,1,2,1,1,2,1,2,8,NA,61,60 and older,Male,Niedersachsen,1,Divorced / separated,"No, I don't feel close to any religion",14,Retired,No answer,1,7,21-50 kilometers,50 <96> 249,7,0,0.375,1,0.3333333333333333,NA,NA,NA,3,2,3,2,3,3,3,2,3,3,2,4,2,4,1,2
4,3,3,3,4,3,3,4,6,NA,54,50-59,Male,Baden-W<fc>rttemberg,1,Married,"No, I don't feel close to any religion",12,Employee in low / medium position,"3,000 to below 3,500 <80>",3,7,6-10 kilometers,50 <96> 249,5,49,1,1,0.3333333333333333,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,2,1,1,2,1,2,2,9,NA,65,60 and older,Female,Berlin,1,Married,Protestant,12,Homemaker,"3,500 to below 4,000 <80>",3,6,Less than 3 kilometer,250 <96> 499,5,0,0.375,0.6666666666666666,0.5,NA,NA,NA,2,2,3,4,3,3,3,2,2,3,3,2,2,3,3,2
4,3,2,2,1,2,2,1,8,NA,31,30-39,Male,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",20,Senior civil servant <96> highest level,"5,000 or more <80>",2,8,More than 50 kilometer,50 <96> 249,5,3,0.25,0,0,NA,NA,NA,3,1,3,2,3,2,3,2,3,2,2,1,2,4,2,3
4,2,2,1,2,2,2,2,8,NA,33,30-39,Male,Baden-W<fc>rttemberg,1,"With partner, not living together",Protestant,19,Skilled worker,"4,500 to below 5,000 <80>",3,6,Less than 3 kilometer,1 <96> 49,7,17,0.5,0.3333333333333333,0.3333333333333333,NA,NA,NA,3,3,4,4,3,3,4,3,2,4,2,3,2,3,2,2
4,1,1,1,1,1,1,1,2,NA,65,60 and older,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",17,Self-employed / freelancer,"2,000 to below 2,500 <80>",1,5,6-10 kilometers,50 <96> 249,2,0,0.25,0,0,NA,NA,NA,3,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2
4,1,1,1,1,1,2,3,8,NA,57,50-59,Male,Bayern,1,"Single, without partner",Protestant,17,Retired,"2,500 to below 3,000 <80>",1,6,Less than 3 kilometer,1000 and more,2,1,0.375,0,0.6666666666666666,NA,NA,NA,2,1,2,3,2,1,3,2,2,2,2,1,2,4,3,3
4,2,2,2,3,2,2,2,5,NA,55,50-59,Male,Sachsen-Anhalt,1,Widowed,"No, I don't feel close to any religion",12,Skilled worker,"2,000 to below 2,500 <80>",2,6,3-5 kilometers,500 <96> 999,6,90,1,1,0.5,NA,NA,NA,4,3,4,3,3,4,3,4,3,4,3,4,3,3,3,3
4,4,3,3,3,2,3,4,7,NA,62,60 and older,Male,Bayern,1,"Single, without partner","No, I don't feel close to any religion",14,Retired,"1,500 to below 2,000 <80>",2,6,21-50 kilometers,50 <96> 249,8,60,0.875,1,0,NA,NA,NA,3,3,4,4,3,3,4,4,4,3,3,3,3,3,4,3
4,3,3,4,2,3,3,4,10,NA,26,18-29,Male,Baden-W<fc>rttemberg,1,"With partner, not living together",Roman Catholic,13,"In schooling / vocational training, student","1,500 to below 2,000 <80>",4,7,3-5 kilometers,1 <96> 49,8,21,0.25,0.3333333333333333,0,NA,NA,NA,2,1,4,4,4,2,4,4,4,2,3,2,3,3,3,4
4,1,1,1,3,1,1,1,8,NA,56,50-59,Male,Berlin,1,Married,"No, I don't feel close to any religion",15,Self-employed / freelancer,"3,000 to below 3,500 <80>",2,5,Less than 3 kilometer,1000 and more,5,0,0.5,0.3333333333333333,0,NA,NA,NA,2,1,3,1,1,2,4,4,3,2,4,2,3,3,4,2
4,3,2,3,2,3,2,4,3,NA,40,30-39,Female,Hessen,1,"With partner, living together","No, I don't feel close to any religion",10,Homemaker,"1,000 to below 1,500 <80>",2,4,21-50 kilometers,50 <96> 249,8,5,0.875,0.6666666666666666,0.3333333333333333,NA,NA,NA,3,4,4,4,2,3,4,4,3,3,2,3,3,1,4,2
4,3,2,2,2,3,1,2,4,NA,46,40-49,Female,Bayern,1,"Single, without partner","No, I don't feel close to any religion",16,Employee in low / medium position,"1,500 to below 2,000 <80>",1,4,21-50 kilometers,50 <96> 249,5,20,0.875,1,0.5,NA,NA,NA,4,2,4,4,3,3,3,3,3,3,3,2,3,3,4,3
4,1,1,1,2,1,1,1,7,NA,27,18-29,Male,Saarland,1,Married,Roman Catholic,15,Skilled worker,"2,500 to below 3,000 <80>",2,5,6-10 kilometers,1 <96> 49,2,7,0.375,0,0,NA,NA,NA,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2
4,2,1,1,2,1,3,3,8,NA,54,50-59,Male,Baden-W<fc>rttemberg,1,Married,"Christian, but not close to a particular religious community",11,Civil servant,"3,000 to below 3,500 <80>",3,8,Less than 3 kilometer,250 <96> 499,5,0,0.625,0,0.16666666666666666,NA,NA,NA,2,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3
4,1,1,1,1,1,1,1,3,NA,33,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",26,Employee in low / medium position,"1,500 to below 2,000 <80>",1,6,Less than 3 kilometer,1000 and more,3,0,0.25,0,0,NA,NA,NA,2,1,1,1,2,1,3,3,1,2,2,2,2,4,3,3
4,1,1,1,2,1,2,2,8,NA,54,50-59,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,13,Homemaker,"3,000 to below 3,500 <80>",3,8,3-5 kilometers,250 <96> 499,1,0,0.875,0.6666666666666666,0,NA,NA,NA,3,3,4,3,3,3,4,4,3,3,3,3,2,3,3,3
4,1,1,1,1,1,1,1,3,NA,44,40-49,Male,Baden-W<fc>rttemberg,1,"Single, without partner","No, I don't feel close to any religion",1,Employee in low / medium position,"1,000 to below 1,500 <80>",1,7,Less than 3 kilometer,50 <96> 249,2,1,0.375,0.3333333333333333,0,NA,NA,NA,2,1,1,1,3,1,2,1,2,2,1,2,1,3,1,3
4,2,3,2,2,2,4,3,8,NA,50,40-49,Female,Baden-W<fc>rttemberg,1,"Single, without partner",Roman Catholic,19,Civil servant,"500 to below 1,000 <80>",1,2,11-20 kilometers,1 <96> 49,6,0,1,0.3333333333333333,0,NA,NA,NA,4,4,4,3,3,2,3,3,3,2,1,1,2,3,3,2
4,3,3,2,2,3,3,3,6,NA,32,30-39,Female,Bayern,1,Married,Roman Catholic,3,Skilled worker,"3,000 to below 3,500 <80>",2,6,3-5 kilometers,1 <96> 49,7,80,0.875,1,0.8333333333333334,NA,NA,NA,2,3,2,2,3,3,3,2,3,2,3,2,3,3,3,3
4,3,4,3,2,3,4,4,5,NA,49,40-49,Female,Nordrhein-Westfalen,1,"With partner, not living together","No, I don't feel close to any religion",19,Unskilled worker,"500 to below 1,000 <80>",2,4,11-20 kilometers,1 <96> 49,5,12,0.75,1,0.3333333333333333,NA,NA,NA,3,4,4,4,4,1,3,4,3,3,3,2,4,3,4,4
4,1,1,1,1,1,2,2,7,NA,60,50-59,Male,Baden-W<fc>rttemberg,1,Married,Roman Catholic,12,Skilled worker,"3,500 to below 4,000 <80>",3,7,21-50 kilometers,50 <96> 249,6,0,0.5,0,0.3333333333333333,NA,NA,NA,2,2,3,2,3,2,3,3,3,2,2,3,3,4,2,2
4,3,3,1,2,2,2,2,7,NA,71,60 and older,Female,Nordrhein-Westfalen,1,Divorced / separated,"No, I don't feel close to any religion",11,Retired,"1,500 to below 2,000 <80>",1,4,Don't know,50 <96> 249,3,0,0.375,0,0,NA,NA,NA,3,2,3,3,3,2,3,2,3,2,2,2,2,3,3,2
4,2,2,2,2,2,2,3,5,NA,24,18-29,Female,Nordrhein-Westfalen,1,"With partner, living together",Protestant,14,"In schooling / vocational training, student",No answer,2,5,Less than 3 kilometer,1000 and more,5,0,0.75,0,0.16666666666666666,NA,NA,NA,3,3,3,4,3,3,4,4,3,3,3,2,1,3,3,3
4,2,2,2,2,2,2,2,8,NA,66,60 and older,Male,Nordrhein-Westfalen,1,Divorced / separated,Roman Catholic,18,Self-employed / freelancer,"5,000 or more <80>",4,8,Less than 3 kilometer,1 <96> 49,6,0,0.75,0,0,NA,NA,NA,2,2,3,3,3,3,2,2,3,3,2,2,3,3,2,3
4,2,2,2,2,2,2,2,7,NA,59,50-59,Male,Baden-W<fc>rttemberg,1,"Single, without partner","No, I don't feel close to any religion",20,Self-employed / freelancer,"500 to below 1,000 <80>",1,5,Less than 3 kilometer,250 <96> 499,1,20,0,0.3333333333333333,0.16666666666666666,NA,NA,NA,2,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3
4,3,2,2,4,2,1,1,5,NA,77,60 and older,Female,Bayern,1,Married,"Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",10,Retired,"1,500 to below 2,000 <80>",2,6,21-50 kilometers,50 <96> 249,8,100,1,1,0.3333333333333333,NA,NA,NA,4,3,4,4,3,4,4,4,4,4,3,3,3,3,4,3
4,1,1,1,4,2,2,3,5,NA,28,18-29,Female,Hessen,1,"With partner, living together","No, I don't feel close to any religion",20,"In schooling / vocational training, student","1,000 to below 1,500 <80>",2,3,21-50 kilometers,500 <96> 999,4,40,0.5,0.6666666666666666,0.16666666666666666,NA,NA,NA,3,2,3,4,3,2,4,4,4,1,3,2,3,3,4,2
4,1,1,2,2,1,2,2,8,NA,58,50-59,Male,Mecklenburg-Vorpommern,1,Divorced / separated,"No, I don't feel close to any religion",12,Unskilled worker,"2,000 to below 2,500 <80>",1,5,6-10 kilometers,1000 and more,5,40,0.125,1,0.3333333333333333,NA,NA,NA,2,2,3,2,2,2,3,3,3,2,3,2,3,3,2,2
4,2,1,1,1,1,1,2,1,NA,49,40-49,Male,Bayern,1,Married,Roman Catholic,14,Employee in low / medium position,"2,500 to below 3,000 <80>",3,4,Don't know,There are no refugees in my town,3,0,0.625,0,0.16666666666666666,NA,NA,NA,3,3,3,3,2,2,2,3,3,2,2,2,3,3,2,3
4,3,3,3,2,3,3,3,7,NA,50,40-49,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",12,Skilled worker,"1,000 to below 1,500 <80>",1,3,Less than 3 kilometer,1000 and more,8,95,1,1,0.16666666666666666,NA,NA,NA,4,4,4,4,3,4,4,3,1,4,4,2,4,3,4,3
4,1,1,1,1,1,1,1,5,NA,41,40-49,Male,Nordrhein-Westfalen,1,"With partner, living together",Protestant,16,Employee in low / medium position,"1,000 to below 1,500 <80>",2,2,6-10 kilometers,50 <96> 249,2,0,0,0,0.5,NA,NA,NA,2,1,1,1,1,1,1,1,2,1,1,1,2,2,3,3
4,2,2,2,2,3,1,3,4,NA,63,60 and older,Female,Nordrhein-Westfalen,1,Divorced / separated,"No, I don't feel close to any religion",16,Retired,"1,000 to below 1,500 <80>",1,5,3-5 kilometers,50 <96> 249,3,0,0.875,0,0,NA,NA,NA,3,2,4,4,3,2,4,4,3,3,4,2,4,3,4,3
4,2,2,2,2,2,3,3,3,NA,49,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",16,Employee in low / medium position,"1,000 to below 1,500 <80>",1,4,Don't know,250 <96> 499,3,5,0.75,0.6666666666666666,0,NA,NA,NA,3,3,3,3,4,2,3,3,3,2,3,3,4,3,3,3
4,4,4,3,1,4,3,4,7,NA,58,50-59,Male,Baden-W<fc>rttemberg,1,"With partner, living together",Protestant,16,Employee in high position,"3,000 to below 3,500 <80>",2,3,Less than 3 kilometer,50 <96> 249,5,2,0.625,0.6666666666666666,0.5,NA,NA,NA,4,3,4,4,3,2,4,4,2,2,4,2,3,3,4,3
4,2,1,1,3,2,2,3,8,NA,49,40-49,Female,Niedersachsen,1,Married,Protestant,13,Employee in high position,"5,000 or more <80>",3,6,21-50 kilometers,1 <96> 49,4,0,0.5,0.3333333333333333,0.5,NA,NA,NA,3,2,2,3,2,3,2,3,3,2,1,2,2,4,3,3
4,2,1,1,1,1,2,2,5,NA,57,50-59,Male,Hessen,1,Married,Protestant Free Church,14,Permanently sick or disabled,"1,500 to below 2,000 <80>",2,4,More than 50 kilometer,50 <96> 249,8,0,1,0.3333333333333333,0,NA,NA,NA,3,3,2,2,3,2,3,2,2,2,2,2,3,3,3,2
4,1,1,1,3,1,1,1,6,NA,62,60 and older,Male,Sachsen,1,Married,Roman Catholic,15,Employee in low / medium position,"5,000 or more <80>",2,5,Less than 3 kilometer,50 <96> 249,6,10,0.5,0.3333333333333333,0.3333333333333333,NA,NA,NA,2,1,2,2,2,2,3,3,3,2,3,2,3,3,3,3
4,2,1,1,2,2,3,2,8,NA,67,60 and older,Male,Sachsen,1,Divorced / separated,Protestant,16,Retired,"1,500 to below 2,000 <80>",1,5,21-50 kilometers,There are no refugees in my town,8,10,0.5,0.3333333333333333,0.16666666666666666,NA,NA,NA,3,3,3,3,3,2,4,4,4,3,3,2,2,3,1,3
4,2,2,2,2,4,3,3,6,NA,59,50-59,Female,Hessen,0,Married,Eastern Orthodox,15,Self-employed / freelancer,"4,500 to below 5,000 <80>",5,8,Less than 3 kilometer,500 <96> 999,5,10,0.875,0.6666666666666666,0.5,NA,NA,NA,3,3,4,3,4,2,4,4,4,2,4,2,4,4,4,3
4,1,2,2,2,2,2,3,6,NA,49,40-49,Female,Nordrhein-Westfalen,1,Married,Protestant,15,Homemaker,"1,000 to below 1,500 <80>",5,3,21-50 kilometers,500 <96> 999,10,2,0.5,0.6666666666666666,0.5,NA,NA,NA,2,3,4,4,2,3,4,4,4,3,3,2,3,3,4,3
4,3,2,3,2,2,2,2,5,NA,35,30-39,Male,Sachsen-Anhalt,1,Divorced / separated,"No, I don't feel close to any religion",11,Unskilled worker,"1,000 to below 1,500 <80>",4,5,More than 50 kilometer,1000 and more,5,0,0.75,0.6666666666666666,0.6666666666666666,NA,NA,NA,2,2,2,2,3,2,2,3,3,2,2,3,3,2,2,3
4,2,2,4,1,1,3,2,8,NA,28,18-29,Male,Baden-W<fc>rttemberg,0,"With partner, not living together",Other Christian,12,Skilled worker,"1,500 to below 2,000 <80>",4,4,Less than 3 kilometer,50 <96> 249,1,0,0.5,1,0.6666666666666666,NA,NA,NA,3,2,3,3,4,3,3,3,3,3,3,3,3,4,4,3
4,2,1,1,1,1,1,2,3,NA,55,50-59,Female,Rheinland-Pfalz,1,Married,Roman Catholic,13,Retired,"1,500 to below 2,000 <80>",2,3,6-10 kilometers,1 <96> 49,8,66,0.75,1,0.8333333333333334,NA,NA,NA,4,3,4,4,4,4,4,4,4,3,4,2,2,4,4,3
4,1,1,1,1,1,1,1,7,NA,25,18-29,Female,Bayern,1,"With partner, not living together",Protestant,16,Unemployed / seeking work,"1,000 to below 1,500 <80>",1,6,6-10 kilometers,1000 and more,2,0,0,0,0,NA,NA,NA,2,1,1,1,2,2,1,1,3,2,1,2,1,3,1,2
4,1,1,1,3,1,1,4,5,NA,58,50-59,Female,Sachsen,1,Married,"No, I don't feel close to any religion",20,Employee in high position,"3,500 to below 4,000 <80>",2,5,Less than 3 kilometer,1000 and more,1,0,1,1,1,NA,NA,NA,4,3,3,4,2,3,3,4,3,3,4,3,3,4,3,3
4,1,1,1,2,1,1,2,8,NA,49,40-49,Female,Th<fc>ringen,1,Married,Protestant,12,Employee in high position,"2,500 to below 3,000 <80>",4,6,Don't know,500 <96> 999,6,30,0.875,0.6666666666666666,0.5,NA,NA,NA,3,4,3,2,3,3,3,3,3,3,3,4,3,4,3,4
4,1,1,1,1,1,1,2,5,NA,58,50-59,Male,Bayern,1,Widowed,Protestant,16,Employee in high position,"1,500 to below 2,000 <80>",1,4,Don't know,1 <96> 49,3,0,0.5,0,0,NA,NA,NA,2,1,2,3,3,2,2,3,3,2,2,2,3,4,2,3
4,1,1,1,1,1,1,1,6,NA,61,60 and older,Female,Nordrhein-Westfalen,1,Married,"Christian, but not close to a particular religious community",24,"In schooling / vocational training, student","1,000 to below 1,500 <80>",2,5,Less than 3 kilometer,500 <96> 999,1,0,0,0,0.5,NA,NA,NA,2,1,1,1,1,2,2,3,3,2,2,1,2,3,4,2
4,1,1,1,1,1,1,1,7,NA,60,50-59,Male,Bayern,1,Married,Roman Catholic,19,Employee in low / medium position,"5,000 or more <80>",2,7,Less than 3 kilometer,50 <96> 249,3,0,0.125,0,0.5,NA,NA,NA,2,2,3,1,3,3,2,2,3,3,2,2,1,4,3,3
4,3,2,2,2,3,2,3,7,NA,35,30-39,Female,Sachsen,1,"With partner, not living together","No, I don't feel close to any religion",12,Skilled worker,"3,000 to below 3,500 <80>",3,6,11-20 kilometers,1 <96> 49,7,31,1,1,0.16666666666666666,NA,NA,NA,3,4,4,4,3,4,3,4,3,3,3,4,1,3,2,2
4,1,1,1,2,1,3,3,7,NA,63,60 and older,Female,Niedersachsen,1,Married,Protestant,15,Homemaker,"3,000 to below 3,500 <80>",3,6,11-20 kilometers,50 <96> 249,6,35,1,1,0.5,NA,NA,NA,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3
4,4,1,1,1,1,1,3,0,NA,66,60 and older,Female,Schleswig-Holstein,1,Widowed,"No, I don't feel close to any religion",12,Retired,"500 to below 1,000 <80>",1,1,Don't know,1000 and more,5,0,0.75,0,0,NA,NA,NA,3,4,4,4,3,4,3,3,4,3,3,3,3,3,4,3
4,2,2,2,2,2,3,4,7,NA,45,40-49,Male,Niedersachsen,1,Married,Protestant,12,Skilled worker,"2,000 to below 2,500 <80>",3,7,3-5 kilometers,50 <96> 249,9,65,1,1,0.16666666666666666,NA,NA,NA,4,3,4,4,4,4,4,4,4,3,4,3,3,4,4,3
4,1,1,1,2,1,1,1,7,NA,46,40-49,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",16,Senior civil servant <96> highest level,"4,500 to below 5,000 <80>",2,7,21-50 kilometers,250 <96> 499,2,0,0.625,0,0,NA,NA,NA,3,3,3,3,2,2,2,2,3,2,2,2,2,4,2,3
4,1,1,1,2,1,1,1,8,NA,29,18-29,Female,Sachsen,1,Married,Protestant,18,Employee in high position,"4,500 to below 5,000 <80>",2,5,Less than 3 kilometer,500 <96> 999,3,0,0,0,0.3333333333333333,NA,NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,3
4,1,1,1,1,1,1,1,5,NA,51,50-59,Female,Nordrhein-Westfalen,1,Married,Protestant,14,Homemaker,"1,000 to below 1,500 <80>",2,4,6-10 kilometers,250 <96> 499,3,0,0.125,0,0,NA,NA,NA,2,2,1,1,2,2,3,2,3,2,2,1,1,3,3,2
4,1,1,1,2,1,2,1,8,NA,63,60 and older,Female,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",12,Retired,"2,000 to below 2,500 <80>",2,5,11-20 kilometers,There are no refugees in my town,6,0,0.75,0.6666666666666666,0.3333333333333333,NA,NA,NA,3,2,3,3,2,2,3,3,1,3,3,2,3,3,1,3
4,1,2,1,2,2,3,3,5,NA,75,60 and older,Male,Sachsen-Anhalt,1,Divorced / separated,"No, I don't feel close to any religion",14,Retired,"1,000 to below 1,500 <80>",1,4,3-5 kilometers,50 <96> 249,2,0,0.875,0.6666666666666666,0.3333333333333333,NA,NA,NA,3,3,3,4,3,3,4,3,3,3,2,3,3,3,2,3
4,2,2,2,2,2,2,2,8,NA,72,60 and older,Female,Niedersachsen,1,Divorced / separated,Protestant,19,Retired,"3,500 to below 4,000 <80>",1,7,Less than 3 kilometer,250 <96> 499,2,20,0.75,1,0.5,NA,NA,NA,3,2,3,2,3,3,3,3,2,3,3,3,2,3,3,2
4,2,2,1,3,1,4,3,5,NA,70,60 and older,Male,Niedersachsen,1,Divorced / separated,"No, I don't feel close to any religion",18,Retired,"1,000 to below 1,500 <80>",1,4,21-50 kilometers,1 <96> 49,7,40,0,0.6666666666666666,0.16666666666666666,NA,NA,NA,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2
4,1,1,1,2,1,1,1,9,NA,19,18-29,Male,Schleswig-Holstein,1,"Single, without partner",Protestant,8,"In schooling / vocational training, student","3,000 to below 3,500 <80>",1,7,Don't know,1 <96> 49,6,100,0.375,0.3333333333333333,0.8333333333333334,NA,NA,NA,4,4,1,1,1,4,1,1,1,1,1,1,3,1,1,3
4,2,2,2,2,2,1,2,7,NA,64,60 and older,Female,Sachsen,1,"With partner, living together",Protestant,16,Retired,"3,500 to below 4,000 <80>",2,6,6-10 kilometers,1000 and more,7,60,0.875,1,0.3333333333333333,NA,NA,NA,3,2,4,3,2,3,4,4,4,3,3,3,4,4,3,4
4,1,1,1,1,1,1,2,8,NA,47,40-49,Female,Hessen,1,Divorced / separated,"No, I don't feel close to any religion",22,Employee in low / medium position,"1,000 to below 1,500 <80>",1,5,3-5 kilometers,250 <96> 499,2,0,0.25,0,0.5,NA,NA,NA,2,1,2,2,3,1,2,2,2,2,2,2,2,4,3,2
4,2,1,2,1,2,2,3,5,NA,66,60 and older,Male,Nordrhein-Westfalen,1,Divorced / separated,Protestant,21,Retired,"1,500 to below 2,000 <80>",1,6,Don't know,1000 and more,1,80,1,1,0.6666666666666666,NA,NA,NA,3,3,3,4,3,3,4,4,4,3,3,2,4,4,4,3
4,2,1,1,1,1,1,1,5,NA,59,50-59,Female,Niedersachsen,1,Divorced / separated,"Christian, but not close to a particular religious community",15,Self-employed / freelancer,"500 to below 1,000 <80>",1,4,Don't know,50 <96> 249,5,0,0.375,0,0,NA,NA,NA,2,2,2,1,2,2,3,2,3,2,3,2,3,3,3,3
4,1,1,1,1,1,1,3,9,1.09760944180165,63,60 and older,Male,Schleswig-Holstein,1,Married,"Christian, but not close to a particular religious community",19,Retired,"3,500 to below 4,000 <80>",2,7,6-10 kilometers,250 <96> 499,2,0,0.5,0.3333333333333333,0,NA,NA,NA,2,2,3,2,3,2,3,3,3,3,3,2,3,4,4,2
4,3,4,4,4,2,4,4,8,1.09760944180165,41,40-49,Female,Schleswig-Holstein,1,Married,Roman Catholic,11,Unskilled worker,"2,000 to below 2,500 <80>",4,3,Less than 3 kilometer,1000 and more,8,21,0.625,0.6666666666666666,0.5,NA,NA,NA,3,4,4,4,4,1,4,4,1,4,1,4,1,4,4,4
4,1,1,1,1,1,1,1,6,1.09760944180165,28,18-29,Female,Schleswig-Holstein,1,"With partner, living together","No, I don't feel close to any religion",13,Employee in low / medium position,"1,500 to below 2,000 <80>",3,4,3-5 kilometers,1000 and more,5,0,0.25,0,0.3333333333333333,NA,NA,NA,2,2,2,2,3,2,2,3,2,2,2,2,3,3,3,2
4,3,2,2,3,2,1,1,8,1.09760944180165,37,30-39,Female,Schleswig-Holstein,1,"Single, without partner","No, I don't feel close to any religion",13,Unskilled worker,No answer,2,6,Don't know,250 <96> 499,5,0,0.25,0,0.5,NA,NA,NA,4,4,1,1,1,4,1,1,3,2,3,2,3,3,3,3
4,1,2,2,2,2,2,2,2,1.09760944180165,49,40-49,Female,Schleswig-Holstein,1,Married,Protestant,10,Employee in low / medium position,"4,500 to below 5,000 <80>",2,6,3-5 kilometers,500 <96> 999,5,2,0.75,0,0.5,NA,NA,NA,2,3,3,2,3,3,2,3,2,2,2,2,2,3,2,3
4,1,1,1,2,1,2,2,2,1.09760944180165,48,40-49,Female,Schleswig-Holstein,1,Married,Protestant,15,Employee in high position,"3,500 to below 4,000 <80>",3,7,3-5 kilometers,50 <96> 249,4,2,0.25,0,0.8333333333333334,NA,NA,NA,2,2,2,2,3,2,1,3,3,2,2,2,2,4,3,4
